tag	id	drop_type	drop_anim_type	drop_radius	drop_height	UNK_0	drop_mesh1	drop_mesh2	drop_mesh3	drop_tex1	drop_tex2	drop_tex3	icon[0]	icon[1]	icon[2]	icon[3]	icon[4]	durability	weight	material	crystallizable	UNK_1	body_part	m_HumnFigh_cntm	m_HumnFigh_m[0]	m_HumnFigh_m[1]	m_HumnFigh_m[2]	m_HumnFigh_m[3]	m_HumnFigh_cntt	m_HumnFigh_t[0]	m_HumnFigh_t[1]	m_HumnFigh_t[2]	m_HumnFigh_t[3]	m_HumnFigh_add_cntm	m_HumnFigh_add_m[0]	m_HumnFigh_add_m[1]	m_HumnFigh_add_m[2]	m_HumnFigh_add_m[3]	m_HumnFigh_add_cntt	m_HumnFigh_add_t[0]	m_HumnFigh_add_t[1]	m_HumnFigh_add_t[2]	m_HumnFigh_add_t[3]	f_HumnFigh_cntm	f_HumnFigh_m[0]	f_HumnFigh_m[1]	f_HumnFigh_m[2]	f_HumnFigh_m[3]	f_HumnFigh_cntt	f_HumnFigh_t[0]	f_HumnFigh_t[1]	f_HumnFigh_t[2]	f_HumnFigh_t[3]	f_HumnFigh_add_cntm	f_HumnFigh_add_m[0]	f_HumnFigh_add_m[1]	f_HumnFigh_add_m[2]	f_HumnFigh_add_m[3]	f_HumnFigh_add_cntt	f_HumnFigh_add_t[0]	f_HumnFigh_add_t[1]	f_HumnFigh_add_t[2]	f_HumnFigh_add_t[3]	m_DarkElf_cntm	m_DarkElf_m[0]	m_DarkElf_m[1]	m_DarkElf_m[2]	m_DarkElf_m[3]	m_DarkElf_cntt	m_DarkElf_t[0]	m_DarkElf_t[1]	m_DarkElf_t[2]	m_DarkElf_t[3]	m_DarkElf_add_cntm	m_DarkElf_add_m[0]	m_DarkElf_add_m[1]	m_DarkElf_add_m[2]	m_DarkElf_add_m[3]	m_DarkElf_add_cntt	m_DarkElf_add_t[0]	m_DarkElf_add_t[1]	m_DarkElf_add_t[2]	m_DarkElf_add_t[3]	f_DarkElf_cntm	f_DarkElf_m[0]	f_DarkElf_m[1]	f_DarkElf_m[2]	f_DarkElf_m[3]	f_DarkElf_cntt	f_DarkElf_t[0]	f_DarkElf_t[1]	f_DarkElf_t[2]	f_DarkElf_t[3]	f_DarkElf_add_cntm	f_DarkElf_add_m[0]	f_DarkElf_add_m[1]	f_DarkElf_add_m[2]	f_DarkElf_add_m[3]	f_DarkElf_add_cntt	f_DarkElf_add_t[0]	f_DarkElf_add_t[1]	f_DarkElf_add_t[2]	f_DarkElf_add_t[3]	m_Dorf_cntm	m_Dorf_m[0]	m_Dorf_m[1]	m_Dorf_m[2]	m_Dorf_m[3]	m_Dorf_cntt	m_Dorf_t[0]	m_Dorf_t[1]	m_Dorf_t[2]	m_Dorf_t[3]	m_Dorf_add_cntm	m_Dorf_add_m[0]	m_Dorf_add_m[1]	m_Dorf_add_m[2]	m_Dorf_add_m[3]	m_Dorf_add_cntt	m_Dorf_add_t[0]	m_Dorf_add_t[1]	m_Dorf_add_t[2]	m_Dorf_add_t[3]	f_Dorf_cntm	f_Dorf_m[0]	f_Dorf_m[1]	f_Dorf_m[2]	f_Dorf_m[3]	f_Dorf_cntt	f_Dorf_t[0]	f_Dorf_t[1]	f_Dorf_t[2]	f_Dorf_t[3]	f_Dorf_add_cntm	f_Dorf_add_m[0]	f_Dorf_add_m[1]	f_Dorf_add_m[2]	f_Dorf_add_m[3]	f_Dorf_add_cntt	f_Dorf_add_t[0]	f_Dorf_add_t[1]	f_Dorf_add_t[2]	f_Dorf_add_t[3]	m_Elf_cntm	m_Elf_m[0]	m_Elf_m[1]	m_Elf_m[2]	m_Elf_m[3]	m_Elf_cntt	m_Elf_t[0]	m_Elf_t[1]	m_Elf_t[2]	m_Elf_t[3]	m_Elf_add_cntm	m_Elf_add_m[0]	m_Elf_add_m[1]	m_Elf_add_m[2]	m_Elf_add_m[3]	m_Elf_add_cntt	m_Elf_add_t[0]	m_Elf_add_t[1]	m_Elf_add_t[2]	m_Elf_add_t[3]	f_Elf_cntm	f_Elf_m[0]	f_Elf_m[1]	f_Elf_m[2]	f_Elf_m[3]	f_Elf_cntt	f_Elf_t[0]	f_Elf_t[1]	f_Elf_t[2]	f_Elf_t[3]	f_Elf_add_cntm	f_Elf_add_m[0]	f_Elf_add_m[1]	f_Elf_add_m[2]	f_Elf_add_m[3]	f_Elf_add_cntt	f_Elf_add_t[0]	f_Elf_add_t[1]	f_Elf_add_t[2]	f_Elf_add_t[3]	m_HumnMyst_cntm	m_HumnMyst_m[0]	m_HumnMyst_m[1]	m_HumnMyst_m[2]	m_HumnMyst_m[3]	m_HumnMyst_cntt	m_HumnMyst_t[0]	m_HumnMyst_t[1]	m_HumnMyst_t[2]	m_HumnMyst_t[3]	m_HumnMyst_add_cntm	m_HumnMyst_add_m[0]	m_HumnMyst_add_m[1]	m_HumnMyst_add_m[2]	m_HumnMyst_add_m[3]	m_HumnMyst_add_cntt	m_HumnMyst_add_t[0]	m_HumnMyst_add_t[1]	m_HumnMyst_add_t[2]	m_HumnMyst_add_t[3]	f_HumnMyst_cntm	f_HumnMyst_m[0]	f_HumnMyst_m[1]	f_HumnMyst_m[2]	f_HumnMyst_m[3]	f_HumnMyst_cntt	f_HumnMyst_t[0]	f_HumnMyst_t[1]	f_HumnMyst_t[2]	f_HumnMyst_t[3]	f_HumnMyst_add_cntm	f_HumnMyst_add_m[0]	f_HumnMyst_add_m[1]	f_HumnMyst_add_m[2]	f_HumnMyst_add_m[3]	f_HumnMyst_add_cntt	f_HumnMyst_add_t[0]	f_HumnMyst_add_t[1]	f_HumnMyst_add_t[2]	f_HumnMyst_add_t[3]	m_OrcFigh_cntm	m_OrcFigh_m[0]	m_OrcFigh_m[1]	m_OrcFigh_m[2]	m_OrcFigh_m[3]	m_OrcFigh_cntt	m_OrcFigh_t[0]	m_OrcFigh_t[1]	m_OrcFigh_t[2]	m_OrcFigh_t[3]	m_OrcFigh_add_cntm	m_OrcFigh_add_m[0]	m_OrcFigh_add_m[1]	m_OrcFigh_add_m[2]	m_OrcFigh_add_m[3]	m_OrcFigh_add_cntt	m_OrcFigh_add_t[0]	m_OrcFigh_add_t[1]	m_OrcFigh_add_t[2]	m_OrcFigh_add_t[3]	f_OrcFigh_cntm	f_OrcFigh_m[0]	f_OrcFigh_m[1]	f_OrcFigh_m[2]	f_OrcFigh_m[3]	f_OrcFigh_cntt	f_OrcFigh_t[0]	f_OrcFigh_t[1]	f_OrcFigh_t[2]	f_OrcFigh_t[3]	f_OrcFigh_add_cntm	f_OrcFigh_add_m[0]	f_OrcFigh_add_m[1]	f_OrcFigh_add_m[2]	f_OrcFigh_add_m[3]	f_OrcFigh_add_cntt	f_OrcFigh_add_t[0]	f_OrcFigh_add_t[1]	f_OrcFigh_add_t[2]	f_OrcFigh_add_t[3]	m_OrcMage_cntm	m_OrcMage_m[0]	m_OrcMage_m[1]	m_OrcMage_m[2]	m_OrcMage_m[3]	m_OrcMage_cntt	m_OrcMage_t[0]	m_OrcMage_t[1]	m_OrcMage_t[2]	m_OrcMage_t[3]	m_OrcMage_add_cntm	m_OrcMage_add_m[0]	m_OrcMage_add_m[1]	m_OrcMage_add_m[2]	m_OrcMage_add_m[3]	m_OrcMage_add_cntt	m_OrcMage_add_t[0]	m_OrcMage_add_t[1]	m_OrcMage_add_t[2]	m_OrcMage_add_t[3]	f_OrcMage_cntm	f_OrcMage_m[0]	f_OrcMage_m[1]	f_OrcMage_m[2]	f_OrcMage_m[3]	f_OrcMage_cntt	f_OrcMage_t[0]	f_OrcMage_t[1]	f_OrcMage_t[2]	f_OrcMage_t[3]	f_OrcMage_add_cntm	f_OrcMage_add_m[0]	f_OrcMage_add_m[1]	f_OrcMage_add_m[2]	f_OrcMage_add_m[3]	f_OrcMage_add_cntt	f_OrcMage_add_t[0]	f_OrcMage_add_t[1]	f_OrcMage_add_t[2]	f_OrcMage_add_t[3]	Unknown_MT_cntm	Unknown_MT_m[0]	Unknown_MT_cntt	Unknown_MT_t[0]	NPC_MT_cntm	NPC_MT_m[0]	NPC_MT_cntt	NPC_MT_t[0]	ACC_MT_cntm	ACC_MT_m[0]	ACC_MT_cntt	ACC_MT_t[0]	att_eff	item_sound_cnt	item_sound[0]	item_sound[1]	item_sound[2]	item_sound[3]	drop_sound	equip_sound	UNK_2	UNK_3	armor_type	crystal_type	avoid_mod	pdef	mdef	mpbonus
1	480	0	3	14	2	0	dropitems.item_cloth_trousers_m00			DropItemsTex.MMagic_m001_t50_l			icon.armor_leather_hose_i00					4294967295	1600	17	1	0	11	1	Fighter.MFighter_m001_l				1	mfighter.mfighter_m001_t41_l				1					1					1	Fighter.FFighter_m001_l				1	FFighter.FFighter_m001_t41_l				1					1					1	DarkElf.MDarkElf_m002_l				1	MDarkElf.MDarkElf_m002_t41_l				1					1					1	DarkElf.FDarkElf_m003_l				1	FDarkElf.FDarkElf_m003_t41_l				1					1					1	Dwarf.MDwarf_m001_l				1	MDwarf.MDwarf_m001_t03_l				1					1					1	Dwarf.FDwarf_m001_l				1	FDwarf.FDwarf_m001_t03_l				1					1					1	Elf.MElf_m005_l				1	MElf.MElf_m005_t41_l				1					1					1	Elf.FElf_m001_l				1	FElf.FElf_m001_t41_l				1					1					1	Magic.MMagic_m001_l				1	MMagic.MMagic_m001_t41_l				1					1					1	Magic.FMagic_m001_l				1	FMagic.FMagic_m001_t41_l				1					1					1	Orc.MOrc_m001_l				1	MOrc.MOrc_m001_t03_l				1					1					1	Orc.FOrc_m001_l				1	FOrc.FOrc_m001_t03_l				1					1					1					1	MShaman.MShaman_m001_t03_l				1					1					1	Shaman.FShaman_m001_l				1	FShaman.FShaman_m001_t03_l				1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_cloth	ItemSound.itemequip_armor_cloth	1	0	3	3	0	58	0	256
1	481	0	3	14	2	0	dropitems.item_cloth_trousers_m00			DropItemsTex.MMagic_m001_t50_l			icon.armor_leather_hose_i00					4294967295	2400	17	1	0	11	1	Fighter.MFighter_m001_l				1	mfighter.mfighter_m001_t41_l				1					1					1	Fighter.FFighter_m001_l				1	FFighter.FFighter_m001_t41_l				1					1					1	DarkElf.MDarkElf_m002_l				1	MDarkElf.MDarkElf_m002_t41_l				1					1					1	DarkElf.FDarkElf_m003_l				1	FDarkElf.FDarkElf_m003_t41_l				1					1					1	Dwarf.MDwarf_m001_l				1	MDwarf.MDwarf_m001_t03_l				1					1					1	Dwarf.FDwarf_m001_l				1	FDwarf.FDwarf_m001_t03_l				1					1					1	Elf.MElf_m005_l				1	MElf.MElf_m005_t41_l				1					1					1	Elf.FElf_m001_l				1	FElf.FElf_m001_t41_l				1					1					1	Magic.MMagic_m001_l				1	MMagic.MMagic_m001_t41_l				1					1					1	Magic.FMagic_m001_l				1	FMagic.FMagic_m001_t41_l				1					1					1	Orc.MOrc_m001_l				1	MOrc.MOrc_m001_t03_l				1					1					1	Orc.FOrc_m001_l				1	FOrc.FOrc_m001_t03_l				1					1					1					1	MShaman.MShaman_m001_t03_l				1					1					1	Shaman.FShaman_m001_l				1	FShaman.FShaman_m001_t03_l				1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_cloth	ItemSound.itemequip_armor_cloth	1	0	3	3	0	55	0	236
1	482	0	3	14	2	0	dropitems.item_cloth_trousers_m00			DropItemsTex.MMagic_m001_t50_l			icon.armor_leather_hose_i00					4294967295	2400	17	1	0	11	1	Fighter.MFighter_m001_l				1	mfighter.mfighter_m001_t41_l				1					1					1	Fighter.FFighter_m001_l				1	FFighter.FFighter_m001_t41_l				1					1					1	DarkElf.MDarkElf_m002_l				1	MDarkElf.MDarkElf_m002_t41_l				1					1					1	DarkElf.FDarkElf_m003_l				1	FDarkElf.FDarkElf_m003_t41_l				1					1					1	Dwarf.MDwarf_m001_l				1	MDwarf.MDwarf_m001_t03_l				1					1					1	Dwarf.FDwarf_m001_l				1	FDwarf.FDwarf_m001_t03_l				1					1					1	Elf.MElf_m005_l				1	MElf.MElf_m005_t41_l				1					1					1	Elf.FElf_m001_l				1	FElf.FElf_m001_t41_l				1					1					1	Magic.MMagic_m001_l				1	MMagic.MMagic_m001_t41_l				1					1					1	Magic.FMagic_m001_l				1	FMagic.FMagic_m001_t41_l				1					1					1	Orc.MOrc_m001_l				1	MOrc.MOrc_m001_t03_l				1					1					1	Orc.FOrc_m001_l				1	FOrc.FOrc_m001_t03_l				1					1					1					1	MShaman.MShaman_m001_t03_l				1					1					1	Shaman.FShaman_m001_l				1	FShaman.FShaman_m001_t03_l				1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_cloth	ItemSound.itemequip_armor_cloth	1	0	3	3	0	55	0	236
1	483	0	3	14	2	0	dropitems.item_cloth_trousers_m00			DropItemsTex.MMagic_m001_t50_l			icon.armor_leather_hose_i00					4294967295	6400	17	1	0	11	1	Fighter.MFighter_m001_l				1	mfighter.mfighter_m001_t41_l				1					1					1	Fighter.FFighter_m001_l				1	FFighter.FFighter_m001_t41_l				1					1					1	DarkElf.MDarkElf_m002_l				1	MDarkElf.MDarkElf_m002_t41_l				1					1					1	DarkElf.FDarkElf_m003_l				1	FDarkElf.FDarkElf_m003_t41_l				1					1					1	Dwarf.MDwarf_m001_l				1	MDwarf.MDwarf_m001_t03_l				1					1					1	Dwarf.FDwarf_m001_l				1	FDwarf.FDwarf_m001_t03_l				1					1					1	Elf.MElf_m005_l				1	MElf.MElf_m005_t41_l				1					1					1	Elf.FElf_m001_l				1	FElf.FElf_m001_t41_l				1					1					1	Magic.MMagic_m001_l				1	MMagic.MMagic_m001_t41_l				1					1					1	Magic.FMagic_m001_l				1	FMagic.FMagic_m001_t41_l				1					1					1	Orc.MOrc_m001_l				1	MOrc.MOrc_m001_t03_l				1					1					1	Orc.FOrc_m001_l				1	FOrc.FOrc_m001_t03_l				1					1					1					1	MShaman.MShaman_m001_t03_l				1					1					1	Shaman.FShaman_m001_l				1	FShaman.FShaman_m001_t03_l				1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_cloth	ItemSound.itemequip_armor_cloth	1	0	3	3	0	58	0	256
1	484	0	3	14	2	0	dropitems.item_cloth_trousers_m00			DropItemsTex.MMagic_m001_t50_l			icon.armor_leather_hose_i00					4294967295	2400	17	1	0	11	1	Fighter.MFighter_m001_l				1	mfighter.mfighter_m001_t41_l				1					1					1	Fighter.FFighter_m001_l				1	FFighter.FFighter_m001_t41_l				1					1					1	DarkElf.MDarkElf_m002_l				1	MDarkElf.MDarkElf_m002_t41_l				1					1					1	DarkElf.FDarkElf_m003_l				1	FDarkElf.FDarkElf_m003_t41_l				1					1					1	Dwarf.MDwarf_m001_l				1	MDwarf.MDwarf_m001_t03_l				1					1					1	Dwarf.FDwarf_m001_l				1	FDwarf.FDwarf_m001_t03_l				1					1					1	Elf.MElf_m005_l				1	MElf.MElf_m005_t41_l				1					1					1	Elf.FElf_m001_l				1	FElf.FElf_m001_t41_l				1					1					1	Magic.MMagic_m001_l				1	MMagic.MMagic_m001_t41_l				1					1					1	Magic.FMagic_m001_l				1	FMagic.FMagic_m001_t41_l				1					1					1	Orc.MOrc_m001_l				1	MOrc.MOrc_m001_t03_l				1					1					1	Orc.FOrc_m001_l				1	FOrc.FOrc_m001_t03_l				1					1					1					1	MShaman.MShaman_m001_t03_l				1					1					1	Shaman.FShaman_m001_l				1	FShaman.FShaman_m001_t03_l				1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_cloth	ItemSound.itemequip_armor_cloth	1	0	3	3	0	55	0	236
1	485	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_voodoo_doll_i00					4294967295	4200	38	0	0	10	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_wood_1	MonSound.Hit_Shell_1	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_cloth	1	0	1	0	0	53	0	0
1	486	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_voodoo_doll_i00					4294967295	4050	38	1	0	10	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	4	MonSound.Hit_normal_3	ItemSound.armor_leather_3	ItemSound.armor_leather_4	MonSound.Hit_Shell_1	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_cloth	1	0	1	1	0	73	0	0
1	487	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_voodoo_doll_i00					4294967295	4000	38	1	0	10	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	4	ItemSound.shield_bone_1	ItemSound.armor_leather_4	ItemSound.armor_leather_3	MonSound.Hit_Normal_10	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_cloth	1	0	1	1	0	73	0	0
1	488	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_voodoo_doll_i00					4294967295	800	38	1	0	10	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	4	ItemSound.armor_leather_1	ItemSound.shield_bone_1	MonSound.Hit_normal_12	MonSound.Hit_normal_3	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_cloth	1	0	1	3	0	139	0	0
1	489	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_voodoo_doll_i00					4294967295	4100	38	1	0	10	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_wood_1	MonSound.Hit_Shell_1	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_cloth	1	0	1	2	0	110	0	0
1	490	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_voodoo_doll_i00					4294967295	3800	38	1	0	10	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	4	MonSound.Hit_normal_3	ItemSound.armor_leather_3	ItemSound.armor_leather_4	MonSound.Hit_Shell_1	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_cloth	1	0	1	4	0	132	0	0
1	491	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_voodoo_doll_i00					4294967295	800	38	1	0	10	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	4	ItemSound.shield_bone_1	ItemSound.armor_leather_4	ItemSound.armor_leather_3	MonSound.Hit_Normal_10	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_cloth	1	0	1	4	0	146	0	0
1	492	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_voodoo_doll_i00					4294967295	4150	38	1	0	10	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	4	ItemSound.armor_leather_1	ItemSound.shield_bone_1	MonSound.Hit_normal_12	MonSound.Hit_normal_3	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_cloth	1	0	1	1	0	65	0	0
1	493	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_voodoo_doll_i00					4294967295	4000	38	1	0	10	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_wood_1	MonSound.Hit_Shell_1	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_cloth	1	0	1	3	0	117	0	0
1	494	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_voodoo_doll_i00					4294967295	4100	38	1	0	10	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	4	MonSound.Hit_normal_3	ItemSound.armor_leather_3	ItemSound.armor_leather_4	MonSound.Hit_Shell_1	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_cloth	1	0	1	3	0	125	0	0
1	495	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.item_normal03					4294967295	4000	38	1	0	10	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	4	ItemSound.shield_bone_1	ItemSound.armor_leather_4	ItemSound.armor_leather_3	MonSound.Hit_Normal_10	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_cloth	1	0	1	3	0	124	0	0
1	496	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.weapon_voodoo_doll_i00					4294967295	4100	38	1	0	10	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	4	ItemSound.armor_leather_1	ItemSound.shield_bone_1	MonSound.Hit_normal_12	MonSound.Hit_normal_3	ItemSound.itemdrop_sack	ItemSound.itemequip_armor_cloth	1	0	1	3	0	131	0	0
1	497	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_helmet_i00					4294967295	620	51	1	0	6	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_helmet	ItemSound.itemequip_armor_helmet	1	0	0	2	0	45	0	0
1	498	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_helmet_i00					4294967295	610	51	1	0	6	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_helmet	ItemSound.itemequip_armor_helmet	1	0	0	2	0	49	0	0
1	499	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_circlet_i00					4294967295	240	2	1	0	6	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_helmet	ItemSound.itemequip_armor_helmet	1	0	0	2	0	58	0	0
1	500	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_helmet_i00					4294967295	610	51	1	0	6	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_helmet	ItemSound.itemequip_armor_helmet	1	0	0	2	0	51	0	0
1	501	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_helmet_i00					4294967295	580	49	1	0	6	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_helmet	ItemSound.itemequip_armor_helmet	1	0	0	3	0	62	0	0
1	502	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_helmet_i00					4294967295	570	1	1	0	6	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_helmet	ItemSound.itemequip_armor_helmet	1	0	0	4	0	64	0	0
1	503	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_helmet_i00					4294967295	590	2	1	0	6	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_helmet	ItemSound.itemequip_armor_helmet	1	0	0	3	0	62	0	0
1	504	0	3	2	5	0	dropitems.drop_sack_m00			dropitemstex.drop_sack_t00			icon.armor_helmet_i00					4294967295	550	14	1	0	6	1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					1					0		0		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_helmet	ItemSound.itemequip_armor_helmet	1	0	0	5	0	77	0	0
